;E;N;adresa;bod_id;cz;ddata;nazev_x;rok;typ_x;typ_id;zdroj;datum;nazev_y;pocet_akci;pocet_akci_pozit;popis;typ_y
26;13.294327777778;49.398086111111;Rybníčky 67, Klatovy II, 33901 Klatovy;7321;CZ 32930197;;Alžběta Štěpánková;R2013;E02;0;GPS;;;1;0;;
27;14.424280555556;50.078763888889;Navrátilova 1442/15, Nové Město, 11000 Praha 1;6808;CZ 11940061;;Amaso CZ, s.r.o.;R2013;E02;0;GPS;;;2;0;;
28;14.21815;50.090705555556;Zahradní 360, 25261 Jeneč;6740;CZ 21740879;;Amaso CZ,s.r.o., Jeneč;R2013;E02;0;GPS;;;15;0;;
29;14.421152777778;48.887747222222;č. p. 3, 37007 Kamenný Újezd;6545;CZ 13174;;ANGUS FARMA RANČICE;R2013;E02;0;GPS;;;2;0;;
30;13.550891666667;49.462711111111;č. p. 9, 33501 Neurazy;7484;CZ 32951145;;Angusfarm;R2013;E02;0;GPS;;;2;0;;
31;14.905636111111;49.611194444444;Zámecké náměstí 107, 25708 Načeradec;7005;CZ 3162;;Antonín Hlinský;R2013;E02;0;GPS;;;3;0;;
32;14.590502777778;50.224519444444;T. G. Masaryka 99, 27713 Kostelec nad Labem;6713;CZ 11438;;Antonín Matek-Řeznictví, uzenářství;R2013;E02;0;GPS;;;13;0;;
33;14.488594444444;50.363988888889;Mělník, 27601 Mělník 1;6660;CZ 21940411;;Antonín Růzha;R2013;E02;0;GPS;;;16;0;;
34;14.044398333333;50.406261944444;Libochovice, 41117 Libochovice;7045;CZ 18813;;ASTUR-KA, s.r.o.;R2013;E02;0;KU;;;3;0;;
35;14.147201111111;50.361857777778;č. p. 13, 41119 Martiněves;6438;CZ 18811;;ASTUR-KA, s.r.o.;R2013;E02;0;KU;;;14;0;;
36;14.261758055556;50.425279444444;Jungmannova 1029, 41301 Roudnice nad Labem;7015;CZ 18812;;"ASTUR-KA, s.r.o., ""U Dyrhonů""";R2013;E02;0;KU;;;3;0;;
37;16.882152222222;49.201280833333;Sušilovo náměstí 61/39, 68301 Rousínov;7854;CZ 21807;;AXONE DRIVE, a.s.;R2013;E02;0;KU;;;1;0;;
38;14.562363888889;50.001266666667;Říčanská 197, 25243 Průhonice;7639;CZ 3116;;AZALKA - Jan Horáček;R2013;E02;0;GPS;;;4;0;;
39;17.513369444444;49.172541666667;Masarykovo náměstí 215, 76361 Napajedla;7337;CZ 16722;;B A L T A C I  a.s.;R2013;E02;0;GPS;;;2;0;;
40;15.213881944444;50.229993055556;č. p. 56, 28901 Činěves;6762;CZ 21910306;;B&B AGRO, spol.s.r.o.;R2013;E02;0;KU;;;13;0;;
41;16.985758333333;49.152611111111;Nová 715, 68501 Bučovice;6447;CZ 150;;Bajer a spol., spol. s r.o. - provoz I;R2013;E02;0;GPS;;;27;0;;
42;13.963456666667;50.146305833333;Mírové náměstí 263, 27303 Stochov;7801;CZ 21454;;Basali.com s.r.o. ;R2013;E02;0;KU;;;1;0;;
43;16.586208611111;49.204615277778;Úvoz 430/63, Veveří, 60200 Brno;7850;CZ 22056;;Bc. Jaroslav Hovězák - U Hovězáků;R2013;E02;0;KU;;;1;0;;
44;16.790747222222;49.209763055556;Jezerská 519, 66407 Pozořice;7851;CZ 21824;;BECANO, s.r.o.;R2013;E02;0;KU;;;1;0;;
45;12.886071666667;50.221321944444;T. G. Masaryka 282/57, 36001 Karlovy Vary;7118;CZ 41940097;;BECHERPLATZ;R2013;E02;0;KU;;;4;0;;
46;18.33405;49.670319444444;Příborská 520, Místek, 73801 Frýdek-Místek;6361;CZ 5544;;Beskydské uzeniny,a.s.;R2013;E02;0;GPS;;;21;0;;
47;16.812488888889;49.386633333333;č. p. 327, 67915 Lipovec;6925;CZ 158;;BETAS s.r.o.;R2013;E02;0;GPS;;;13;0;;
48;18.451258333333;49.652327777778;Nižní Lhoty, 73951 Dobrá;6514;CZ 2177;;BEVEX s.r.o.;R2013;E02;0;GPS;;;15;0;;
49;14.288855555556;50.2355;V Růžovém údolí 553, Mikovice, 27801 Kralupy nad Vltavou;6653;CZ 9826;;Bidvest Kralupy s.r.o.;R2013;E02;0;GPS;;;58;0;;
50;14.55925;50.045180555556;Horní Měcholupy, 10900 Praha 111;7495;CZ 7209;;BILLA - H.MĚCHOLUPY;R2013;E02;0;GPS;;;2;0;;
51;14.419752777778;50.003758333333;Modřany, 14000 Praha 412;7649;CZ 6701;;BILLA - MODŘANY;R2013;E02;0;GPS;;;2;0;;
52;14.499144444444;50.119461111111;Vysočanská 382/20, Prosek, 19000 Praha 9;7358;CZ 6794;;BILLA - PROSEK;R2013;E02;0;GPS;;;2;0;;
53;14.49725;50.072705555556;V olšinách 3140/108, Strašnice, 10000 Praha 10;7242;CZ 6739;;BILLA - STRAŠNICE;R2013;E02;0;GPS;;;2;0;;
54;17.080688888889;49.683952777778;Chořelice, 78401 Litovel;7657;CZ 18056;;BILLA , spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
55;17.232308333333;49.586122222222;Nová Ulice, Olomouc;6509;CZ 16446;;BILLA , spol. s r.o. fil. 849;R2013;E02;0;GPS;;;3;0;;
56;14.438808333333;50.102611111111;Holešovice, 17000 Praha 7;7810;CZ 11932769;;Billa Argentinská;R2013;E02;0;GPS;;;2;0;;
57;14.383430555556;50.0358;Hlubočepy, 15200 Praha 52;7233;CZ 11932725;;Billa Barrandov;R2013;E02;0;GPS;;;2;0;;
58;14.449305555556;50.043886111111;Budějovická 1667/64, Krč, 14000 Praha 4;7868;CZ 11932747;;Billa Domov;R2013;E02;0;GPS;;;1;0;;
59;14.501152777778;50.109747222222;Freyova 945/35, Vysočany, 19000 Praha 9;7652;CZ 11932602;;Billa Fénix;R2013;E02;0;GPS;;;1;0;;
60;18.193888888889;49.895797222222;Hlučín, 74801 Hlučín;6908;CZ 5726;;BILLA fil.Hlučín;R2013;E02;0;GPS;;;2;0;;
61;14.438808333333;50.102611111111;Holešovice, 17000 Praha 7;7432;CZ 11932815;;Billa Letná;R2013;E02;0;GPS;;;2;0;;
62;14.508725;50.082888888889;Počernická 272/96, Malešice, 10800 Praha 10;7507;CZ 11932859;;Billa Malešice;R2013;E02;0;GPS;;;2;0;;
63;14.394602777778;50.103972222222;Jugoslávských partyzánů 1580/3, Dejvice, 16000 Praha 6;7871;CZ 11932860;;Billa Menza;R2013;E02;0;GPS;;;2;0;;
64;14.344883333333;50.088002777778;Na Petřinách 1945/55, Břevnov, 16200 Praha 6;7360;CZ 11932882;;Billa Petřiny;R2013;E02;0;GPS;;;2;0;;
65;14.51485;50.025630555556;Křejpského 1752/2, Chodov, 14900 Praha 4;7441;CZ 11932905;;Billa Rozvoj;R2013;E02;0;GPS;;;2;0;;
66;14.307452777778;50.070027777778;Řepy, 16000 Praha 618;7381;CZ 11932916;;Billa Řepy;R2013;E02;0;GPS;;;2;0;;
67;14.585333333333;50.001941666667;Čestlice, Čestlice;7509;CZ 21920453;;BILLA spol.s r.o.;R2013;E02;0;GPS;;;2;0;;
68;16.905144444444;48.751388888889;Břeclav, 69002 Břeclav 2;6475;CZ 6108;;BILLA,  spol. s r.o.;R2013;E02;0;GPS;;;4;0;;
69;14.497147222222;50.12315;Jablonecká 712, Prosek, 19000 Praha 9;6886;CZ 11933579;;BILLA, spol. s r. o.;R2013;E02;0;GPS;;;2;0;;
70;15.586819444444;49.399080555556;Jihlava, 58601 Jihlava 1;7513;CZ 7465;;BILLA, spol. s r. o. , filiálka č. 844;R2013;E02;0;GPS;;;6;0;;
71;14.841933333333;50.272;Staré Benátky, 29471 Benátky nad Jizerou 1;7782;CZ 21970477;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
72;18.152944444444;49.479577777778;Rožnov pod Radhoštěm, 75661 Rožnov pod Radhoštěm 1;7488;CZ 5912;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
73;14.074436111111;50.668247222222;Krásné Březno, 40007 Ústí nad Labem 7;7217;CZ 11701;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
74;15.575213888889;49.605369444444;Masarykova 2051, 58001 Havlíčkův Brod;7115;CZ 4916;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;6;0;;
75;14.118544444444;50.130833333333;Kročehlavy, 27201 Kladno 1;7599;CZ 17412;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
76;14.251;50.421033333333;Roudnice nad Labem, 41301 Roudnice nad Labem;7675;CZ 11829;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
77;13.893497222222;49.833116666667;Hořovice, 26801 Hořovice;7148;CZ 8992;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
78;17.667341666667;49.223461111111;Zlín, 76005 Zlín 5;7275;CZ 16732;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
79;15.555552777778;50.039338888889;Sokolovské náměstí 1557, 53501 Přelouč;7726;CZ 5338;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
80;14.100405555556;50.509797222222;Prosmyky, 41002 Lovosice 2;7742;CZ 11839;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
81;13.592205555556;50.595605555556;Chudeřín u Litvínova, 43601 Litvínov 1;7038;CZ 4754;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;3;0;;
82;14.260716666667;49.924888888889;Pražská 459, 25229 Lety;6868;CZ 18640;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;4;0;;
83;17.536036111111;49.206786111111;nám. 3. května 1301, 76502 Otrokovice;7373;CZ 16731;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
84;16.663652777778;49.345186111111;Klepačov, 67801 Blansko 1;7574;CZ 5953;;BILLA, spol. s r.o.;R2013;E02;0;GPS;;;2;0;;
85;12.191263888889;50.221286111111;Rybniční 2744, 35201 Aš;7660;CZ 17820;;BILLA, spol. s r.o. - filiálka č. 321;R2013;E02;0;GPS;;;3;0;;
86;16.568291666667;49.212577777778;Stránského 3033/28, Žabovřesky, 61600 Brno;7199;CZ 6026;;BILLA, spol. s r.o., fil. č. 601;R2013;E02;0;GPS;;;5;0;;
87;16.624547222222;49.234486111111;Okružní 855/33, Lesná, 63800 Brno;7201;CZ 6030;;BILLA, spol. s r.o., fil. č. 610;R2013;E02;0;GPS;;;2;0;;
88;16.668463888889;49.202072222222;Sedláčkova 2557/4, Líšeň, 62800 Brno;7272;CZ 6034;;BILLA, spol. s r.o., filiálka č. 835;R2013;E02;0;GPS;;;2;0;;
89;16.573775;49.213513888889;Žabovřesky, 60200 Brno 2;7393;CZ 6036;;BILLA, spol. s r.o., filiálka č. 838;R2013;E02;0;GPS;;;3;0;;
90;15.208613888889;50.025919444444;Kolín, 28002 Kolín 2;7882;CZ 3304;;BILLA, spol. s.r.o.;R2013;E02;0;GPS;;;1;0;;
91;13.821383333333;50.636575;Alejní 3198, 41501 Teplice;6723;CZ 4807;;BILLA, spol.s r.o.;R2013;E02;0;GPS;;;3;0;;
92;13.5753;49.731536111111;Rokycany, 33701 Rokycany 1;7151;CZ 4401;;BILLA, spol.s r.o.;R2013;E02;0;GPS;;;2;0;;
93;13.37345;49.744766666667;Plzeň, 30100 Plzeň 1;7336;CZ 14000;;BILLA, spol.s.r.o.;R2013;E02;0;GPS;;;2;0;;
94;13.340997222222;49.576408333333;Přeštice, 33401 Přeštice;7676;CZ 16249;;BILLA, spol.s.r.o., filiálka 316;R2013;E02;0;GPS;;;2;0;;
95;15.627661111111;50.366375;Aloise Jilemnického 2068, 50801 Hořice;6947;CZ 16764;;BILLA,spol.s r.o.;R2013;E02;0;GPS;;;2;0;;
96;13.967397222222;48.820422222222;č. p. 3, 38451 Želnava;6882;CZ 17008;;Biofarma - penzion Slunečná, Ing. Pavel Štěpánek - prodejna;R2013;E02;0;GPS;;;12;0;;
97;14.362144444444;51.017505555556;Lipová u Šluknova, 40781 Lipová u Šluknova;6865;CZ 399;;Biopark s.r.o.;R2013;E02;0;GPS;;;14;0;;
98;14.388319444444;50.071583333333;Brožíkova 245/5, Košíře, 15000 Praha 5;7671;CZ 6663;;BIRHANZL - KOŠÍŘE;R2013;E02;0;GPS;;;2;0;;
99;17.923047222222;49.931088888889;Jateční 2884/23a, Předměstí, 74601 Opava;6676;CZ 2197;;Bivoj a.s.;R2013;E02;0;GPS;;;49;0;;
100;14.504366666667;50.055236111111;Zvonková 3048/2, Záběhlice, 10600 Praha 10;7067;CZ 3025;;BLAHUTA LADISLAV;R2013;E02;0;GPS;;;3;0;;
101;13.507580555556;49.67265;Jiráskova 148, 33203 Šťáhlavy;7211;CZ 4365;;Blanka Štěpánková;R2013;E02;0;GPS;;;2;0;;
102;16.928490833333;49.940804166667;Špalkova 156, 78961 Bludov;6548;CZ 71930291;;Bludovská a.s.;R2013;E02;0;KU;;;4;0;;
103;16.498786111111;50.0358;č. p. 282, 56151 Letohrad;6445;CZ 1156;;BOCUS, a.s.;R2013;E02;0;GPS;;;14;0;;
104;15.224863888889;49.427230555556;Nádražní 301, 39301 Pelhřimov;7136;CZ 3806;;Bohumil Brázda;R2013;E02;0;GPS;;;2;0;;
105;13.727188888889;50.658752777778;Krátká 359, 41704 Hrob;7617;CZ 4811;;Bohumil Holý;R2013;E02;0;GPS;;;4;0;;
106;14.558769444444;50.951769444444;Náměstí Lužické 100/5, Rumburk 1, 40801 Rumburk;7380;CZ 14190;;Bohumil Strnad - MASO - UZENINY;R2013;E02;0;GPS;;;2;0;;
107;15.001608333333;49.470547222222;Žižkova 260, 39501 Pacov;7184;CZ 3821;;Bohumil Veselka, Řeznictví a uzenářství;R2013;E02;0;GPS;;;2;0;;
108;16.201560555556;49.199270277778;Horky 247, 67573 Kralice nad Oslavou;6577;CZ 61930717;;Bohumila Pavlíková;R2013;E02;1;KU;03.10.2013;čištění a sanitace;2;1;Není zabezpečeno dostatečné čištění a dezinfekce pracovního zařízení (kotoučová pila v bourárně, pracovní nože a plocha bouracího špalku v prodejně ) – porušen § 22 veterinárního zákona;provozní
109;14.475346944444;50.112321388889;Na hrázi 276/29, Libeň, 18000 Praha 8;6876;CZ 11933524;;Bohumila Szabóová;R2013;E02;0;KU;;;4;0;;
110;15.989138888889;50.068391666667;Palackého 233, 53401 Holice;6519;CZ 5153;;Bolehovská - maso uzeniny;R2013;E02;0;GPS;;;2;0;;
111;15.229516666667;49.387377777778;č. p. 138, 39401 Rynárec;6689;CZ 61930829;;BONTE s.r.o.;R2013;E02;0;GPS;;;6;0;;
112;13.442441666667;50.499977777778;Vinařická 308, 43111 Jirkov;7390;CZ 17114;;BOO - CZECH s.r.o.;R2013;E02;0;GPS;;;5;0;;
113;13.636622222222;50.501941666667;Vítězslava Nezvala 2815/41, 43401 Most;7814;CZ 20071;;BOO - CZECH s.r.o.;R2013;E02;0;GPS;;;1;0;;
114;16.556886111111;49.058766666667;č. p. 175, 66467 Sobotovice;6339;CZ 17193;;BORSO plus s.r.o.;R2013;E02;1;GPS;25.07.2013;čištění a sanitace;17;1;nedostatečně provedená sanitace bourárny;provozní
115;16.445805555556;49.903452777778;Klácelova 83, 56002 Česká Třebová;7861;CZ 5427;;Botai, Řeznictví uzenářství;R2013;E02;0;GPS;;;3;0;;
116;14.505663888889;50.077447222222;Černokostelecká 107/66, Strašnice, 10000 Praha 10;7243;CZ 6740;;BOUBÍN;R2013;E02;0;GPS;;;3;0;;
117;13.563622222222;49.644855555556;č. p. 24, 33204 Milínov;7624;CZ 32951370;;Bourárna a výrobna Jana Krejčová;R2013;E02;0;GPS;;;2;0;;
118;13.424286111111;49.644436111111;č. ev. 54, 33209 Štěnovický Borek;7714;CZ 32910241;;Bourárna masa a jatky Štěnovický Borek;R2013;E02;0;GPS;;;5;0;;
119;15.354022222222;50.022341666667;Záboří nad Labem, 28574 Záboří nad Labem;6860;CZ 21920532;;Bourárna masa Doležal spol. s r.o.;R2013;E02;0;GPS;;;12;0;;
120;17.238116666667;49.943183333333;Janovice u Rýmařova, Rýmařov;6536;CZ 8658;;Bourárna masa Hořák;R2013;E02;1;GPS;29.05.2013;čištění a sanitace;3;1;"Z 5 tampónových stěrů odebraných pro kontrolu účinnosti sanitace 2 nevyhověly požadavkům v parametru<span class=""tip"" title=""celkový počet mikroorganismů""> CPM </span>dle Vyhl. 289/2007 Sb. ";provozní
121;15.636205555556;50.273027777778;č. p. 1, 50315 Nechanice;6395;CZ 18046;;bourárna masa Suchá;R2013;E02;1;GPS;28.02.2013;nakládání s VŽP;14;1;není popsána manipulace v provozním řádu;provozní
122;15.636205555556;50.273027777778;č. p. 1, 50315 Nechanice;6395;CZ 18046;;bourárna masa Suchá;R2013;E02;1;GPS;28.02.2013;provozní řád;14;1;v provozním řádu není popsána manipulace svážení VŽP;provozní
123;14.252641666667;50.424622222222;třída T. G. Masaryka 1253, 41301 Roudnice nad Labem;7924;CZ 11819;;Božena Kolaříková;R2013;E02;0;GPS;;;2;0;;
124;17.137805555556;49.8414;Šumvald, 78385 Šumvald u Uničova;6889;CZ 706;;Brachtl;R2013;E02;0;GPS;;;2;0;;
125;15.2726;49.949108333333;Kutná Hora, 28401 Kutná Hora 1;6941;CZ 3354;;Břetislav Douša;R2013;E02;0;GPS;;;2;0;;
126;15.881654166667;49.214921666667;Demlova 1011/25, Horka-Domky, 67401 Třebíč;7759;CZ 17713;;Burdovo řeznictví s.r.o.;R2013;E02;0;KU;;;1;0;;
127;14.460733333333;50.129502777778;Praha 8-Kobylisy, Zenklova 245/6;6387;CZ 6802;;CAIZL-LIBEŇ;R2013;E02;0;GPS;;;14;0;;
128;18.402561111111;49.67505;č. p. 179, 73951 Dobrá;6831;CZ 5507;;CARBOĹ S Corp. s.r.o.;R2013;E02;0;GPS;;;3;0;;
129;18.115652777778;49.209594444444;č. p. 298, 75614 Francova Lhota;6348;CZ 1185;;CARNEX spol. s r.o.;R2013;E02;0;GPS;;;18;0;;
130;15.917927777778;49.766822222222;Poličská 1625, 53901 Hlinsko;7635;CZ 19832;;CERSY  s.r.o.;R2013;E02;0;GPS;;;2;0;;
131;16.465494444444;49.761186111111;Svitavy-předměstí, 56802 Svitavy 2;7195;CZ 19282;;CERSY 2010 s.r.o.;R2013;E02;0;GPS;;;2;0;;
132;16.397663888889;49.974086111111;Ústí nad Orlicí, 56201 Ústí nad Orlicí 1;7805;CZ 19283;;CERSY 2010 s.r.o.;R2013;E02;0;GPS;;;2;0;;
133;16.2689;49.714169444444;Polička, 57201 Polička;7591;CZ 19284;;CERSY 2010 s.r.o.;R2013;E02;0;GPS;;;2;0;;
134;18.002133333333;49.333152777778; ;6337;CZ 5910;;Ctibor Švirák;R2013;E02;0;GPS;;;15;0;;
135;14.490708333333;50.0737;Starostrašnická 999/37, Strašnice, 10000 Praha 10;7500;CZ 6734;;ČAMRDA;R2013;E02;0;GPS;;;3;0;;
136;16.181266666667;50.479772222222;nám. Čs. armády 2, 54931 Hronov;7554;CZ 5112;;Čepelka Bohuslav;R2013;E02;0;GPS;;;2;0;;
137;;;náměstí smiřických , Kostelec nad černými lesy;7172;CZ 13081;;Černokostelcké řeznictví s.r.o.;R2013;E02;0;;;;1;0;;
138;13.995586111111;49.678141666667;náměstí 17. listopadu 290, Příbram VII, 26101 Příbram;7629;CZ 3568;;ČERNOVSKÝ s.r.o.;R2013;E02;0;GPS;;;2;0;;
139;14.540338888889;49.967733333333;K Belnici 300, Osnice, 25242 Jesenice;6677;CZ 13213;;Červené maso P+P s.r.o.;R2013;E02;0;GPS;;;21;0;;
140;14.495775;50.194247222222;Mělnická 1, 25065 Líbeznice;6404;CZ 14844;;ČESKÁ MASNA s.r.o.;R2013;E02;0;GPS;;;16;0;;
141;15.326891666667;50.600547222222;Bořkovská 379, Podmoklice, 51301 Semily;7486;CZ 51930693;;České farmářské maso Halamovi;R2013;E02;0;GPS;;;5;0;;
142;13.103633333333;49.841236111111;č. p. 156, 33036 Pernarec;6742;CZ 4305;;ČESKÝ GRUNT s.r.o. - bourárna;R2013;E02;0;GPS;;;12;0;;
143;15.910297222222;49.764902777778;Kavánova 430, 53901 Hlinsko;7887;CZ 15003;;Čestmír Štírský řeznictví a uzenářství;R2013;E02;0;GPS;;;2;0;;
144;14.410827777778;50.107388888889;Bubeneč, 16000 Praha 6;7503;CZ 12667;;ČURDA;R2013;E02;0;GPS;;;3;0;;
145;13.810991666667;50.334130555556;Cítoliby, 43902 Cítoliby;6981;CZ 18118;;D - K  zemědělská  a.s. , prodejna masa a masných výrobků, VELKOOBCHOD;R2013;E02;0;GPS;;;12;0;;
146;15.813598611111;49.695955555556;Chrudimská 162, 58263 Ždírec nad Doubravou;6943;CZ 61930807;;D & s company VD s.r.o.;R2013;E02;0;KU;;;1;0;;
147;14.439197222222;50.016411111111;Krhanická 543/42, Kamýk, 14200 Praha 4;7919;CZ 16803;;D.J. Pres s.r.o.;R2013;E02;0;GPS;;;2;0;;
148;14.454735;50.129563333333;Šimůnkova 1625/1, Kobylisy, 18200 Praha 8;7090;CZ 11933546;;DAKO VERNER CZ s.r.o.;R2013;E02;0;KU;;;2;0;;
149;12.983461111111;49.907130555556;Bezdružice, 34953 Bezdružice;7747;CZ 13983;;Dalibor Kolesa;R2013;E02;0;GPS;;;3;0;;
150;18.282661111111;49.766516666667;Hrabová, 72000 Ostrava 20;7158;CZ 5757;;Dalibor Šatan - DALLI;R2013;E02;0;GPS;;;2;0;;
151;17.135724722222;49.558453611111;Jana Sigmunda 47, 78349 Lutín;6837;CZ 71910165;;DAME TECHNOLOGIE s.r.o.;R2013;E02;0;KU;;;14;0;;
152;17.882402777778;49.089819444444;K Hájenkám 390, 76321 Slavičín;7340;CZ 6532;;Dana Garajová;R2013;E02;0;GPS;;;3;0;;
153;14.126908333333;50.131919444444;Polská 2334, Kročehlavy, 27201 Kladno;7427;CZ 21970773;;Daniel  Shon;R2013;E02;0;GPS;;;3;0;;
154;15.326947222222;49.320516666667;Tyršova 218, 39403 Horní Cerekev;6640;CZ 61840177;;Daniel Bečica;R2013;E02;0;GPS;;;18;0;;
155;14.184466666667;49.943305555556;č. p. 130, 26718 Karlštejn;6830;CZ 3216;;"Daniel MACHALA - Restaurace ""Pod Dračí skálou""";R2013;E02;0;GPS;;;7;0;;
